Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
Fit in Six;SONY;2011;Sports;Ubisoft;0,12;0;0;0,01;0,13
Gold's Gym: Cardio Workout;NINTENDO;2008;Sports;Ubisoft;1,11;0,04;0,06;0,09;1,31
Gold's Gym: Cardio Workout (Others sales);NINTENDO;2008;Sports;Ubisoft;0;0,3;0;0,02;0,32
Gold's Gym: Dance Workout;NINTENDO;2010;Sports;Ubisoft;0,71;0,11;0;0,06;0,87
Grandia;SONY;1999;Role-Playing;Ubisoft;0,14;0,09;0;0,02;0,25
Grandia II;SONY;2002;Role-Playing;Ubisoft;0,14;0,11;0;0,04;0,29
GT Pro Series;NINTENDO;2006;Racing;Ubisoft;0,46;0,01;0,02;0,04;0,52
Harvest Moon: A Wonderful Life;NINTENDO;2003;Role-Playing;Ubisoft;0,61;0,16;0;0,02;0,79
Haze;SONY;2008;Shooter;Ubisoft;0,49;0,33;0,02;0,15;1
Import Tuner Challenge (American sales);MICROSOFT;2006;Racing;Ubisoft;0,07;0,01;0;0,01;0,09
Jade Cocoon 2;SONY;2001;Role-Playing;Ubisoft;0,05;0,04;0;0,01;0,1
Just Dance: Disney Party 2;MICROSOFT;2015;Action;Ubisoft;0,05;0,01;0;0,01;0,07
Just Dance: Disney Party 2;MICROSOFT;2015;Action;Ubisoft;0,05;0,01;0;0,01;0,07
Just Dance: Disney Party 2;NINTENDO;2015;Action;Ubisoft;0,06;0,01;0;0,01;0,08
Lost: Via Domus;MICROSOFT;2008;Action;Ubisoft;0,18;0,34;0;0,07;0,59
Lost: Via Domus;PC;2008;Action;Ubisoft;0;0,01;0;0;0,02
Lost: Via Domus;SONY;2008;Action;Ubisoft;0,19;0,23;0;0,09;0,51
Marvel Avengers: Battle for Earth;MICROSOFT;2012;Action;Ubisoft;0,02;0;0;0;0,02
Marvel Avengers: Battle for Earth;NINTENDO;2012;Action;Ubisoft;0,07;0,04;0;0,01;0,12
Medabots: Infinity;NINTENDO;2003;Role-Playing;Ubisoft;0,04;0,01;0;0;0,05
Might & Magic Heroes VI;PC;2011;Role-Playing;Ubisoft;0,12;0,14;0;0,05;0,31
Might & Magic X: Legacy;PC;2014;Role-Playing;Ubisoft;0;0,03;0;0;0,04
Monster 4x4: Masters of Metal;NINTENDO;2003;Racing;Ubisoft;0,04;0,01;0;0;0,05
Monster 4x4: Masters of Metal;SONY;2003;Racing;Ubisoft;0,14;0,11;0;0,04;0,28
Monster 4x4: Stunt Racer;NINTENDO;2009;Racing;Ubisoft;0,18;0;0;0,01;0,19
Monster 4X4: World Circuit;NINTENDO;2006;Racing;Ubisoft;0,81;0;0,01;0,07;0,89
Monster Jam: Maximum Destruction;NINTENDO;2002;Racing;Ubisoft;0,04;0,01;0;0;0,05
Monster Jam: Maximum Destruction;SONY;2002;Racing;Ubisoft;0,32;0,25;0;0,08;0,65
MotionSports;MICROSOFT;2010;Sports;Ubisoft;0,38;0,26;0;0,06;0,7
MotionSports: Adrenaline;MICROSOFT;2011;Sports;Ubisoft;0,14;0,1;0;0,03;0,27
MotionSports: Adrenaline;SONY;2011;Sports;Ubisoft;0,08;0,06;0;0,03;0,16
My Fitness Coach;NINTENDO;2008;Sports;Ubisoft;1,2;0,9;0;0,24;2,34
My Fitness Coach: Club;NINTENDO;2011;Sports;Ubisoft;0;0,05;0;0,01;0,06
My Fitness Coach: Club;SONY;2011;Sports;Ubisoft;0;0,1;0;0,04;0,14
Naruto: Rise of a Ninja;MICROSOFT;2007;Action;Ubisoft;0,29;0,02;0;0,03;0,33
Naruto: The Broken Bond;MICROSOFT;2008;Action;Ubisoft;0,24;0,28;0;0,07;0,59
Ninja Gaiden Sigma 2;SONY;2009;Action;Ubisoft;0,52;0,16;0,08;0,1;0,86
Nitrobike;NINTENDO;2008;Racing;Ubisoft;0,11;0,01;0;0,01;0,14
Peter Jackson's King Kong: The Official Game of the Movie;MICROSOFT;2005;Action;Ubisoft;0,2;0,03;0;0,02;0,26
Peter Jackson's King Kong: The Official Game of the Movie;MICROSOFT;2005;Action;Ubisoft;0,34;0,17;0;0,02;0,53
Peter Jackson's King Kong: The Official Game of the Movie;NINTENDO;2005;Action;Ubisoft;0,19;0,05;0;0,01;0,24
Peter Jackson's King Kong: The Official Game of the Movie;SONY;2005;Action;Ubisoft;0,71;1,02;0;0,31;2,04
Pirates of the Caribbean;MICROSOFT;2003;Role-Playing;Ubisoft;0,22;0,06;0;0,01;0,29
Prince of Persia;MICROSOFT;2008;Action;Ubisoft;0,54;0,35;0,02;0,1;1,01
Prince of Persia;SONY;2008;Action;Ubisoft;0,47;0,41;0,03;0,18;1,08
Prince of Persia (2008);PC;2008;Action;Ubisoft;0;0,02;0;0;0,03
Prince of Persia Trilogy;SONY;2010;Action;Ubisoft;0,17;0,25;0;0,09;0,51
Prince of Persia: Rival Swords;NINTENDO;2007;Action;Ubisoft;0,24;0,03;0;0,02;0,29
Prince of Persia: The Forgotten Sands;MICROSOFT;2010;Action;Ubisoft;0,3;0,26;0;0,06;0,62
Prince of Persia: The Forgotten Sands;NINTENDO;2010;Action;Ubisoft;0,11;0,11;0;0,02;0,25
Prince of Persia: The Forgotten Sands;PC;2010;Action;Ubisoft;0;0,03;0;0;0,03
Prince of Persia: The Forgotten Sands;SONY;2010;Action;Ubisoft;0,19;0,36;0,01;0,13;0,7
Prince of Persia: The Sands of Time;MICROSOFT;2003;Action;Ubisoft;0,57;0,33;0;0,04;0,94
Prince of Persia: The Sands of Time;NINTENDO;2003;Action;Ubisoft;0,25;0,06;0;0,01;0,32
Prince of Persia: The Sands of Time;SONY;2003;Action;Ubisoft;0,88;1,03;0;0,31;2,22
Prince of Persia: The Two Thrones;MICROSOFT;2005;Action;Ubisoft;0,33;0,22;0;0,03;0,58
Prince of Persia: The Two Thrones;NINTENDO;2005;Action;Ubisoft;0,11;0,03;0;0;0,15
Prince of Persia: The Two Thrones;SONY;2005;Action;Ubisoft;0,57;0,02;0;0,09;0,68
Prince of Persia: Warrior Within;MICROSOFT;2004;Action;Ubisoft;0,48;0,28;0;0,04;0,8
Prince of Persia: Warrior Within;NINTENDO;2004;Action;Ubisoft;0,15;0,04;0;0,01;0,2
Prince of Persia: Warrior Within;SONY;2004;Action;Ubisoft;0,54;0,88;0;0,22;1,64
Pro Rally;NINTENDO;2002;Racing;Ubisoft;0,01;0;0;0;0,02
Pure Futbol;MICROSOFT;2010;Sports;Ubisoft;0,08;0,09;0;0,02;0,18
Pure Futbol;SONY;2010;Sports;Ubisoft;0,06;0,13;0;0,05;0,24
Racquet Sports;NINTENDO;2010;Sports;Ubisoft;0,14;0,09;0;0,02;0,26
Racquet Sports;SONY;2010;Sports;Ubisoft;0,11;0,17;0;0,06;0,35
Rayman Arena;NINTENDO;2002;Racing;Ubisoft;0,11;0,03;0;0;0,14
Rayman Arena;SONY;2001;Racing;Ubisoft;0,29;0,23;0;0,08;0,6
Razor Freestyle Scooter;SONY;1999;Sports;Ubisoft;0,26;0,17;0;0,03;0,46
Red Steel;NINTENDO;2006;Shooter;Ubisoft;0,55;0,04;0,04;0,05;0,68
Red Steel 2;NINTENDO;2010;Shooter;Ubisoft;0,36;0,21;0,01;0,06;0,63
Resident Evil 4;PC;2007;Action;Ubisoft;0;0,02;0;0,01;0,03
Rocky: Legends;MICROSOFT;2004;Action;Ubisoft;0,07;0,02;0;0;0,1
Rocky: Legends;SONY;2004;Action;Ubisoft;0,13;0,1;0;0,03;0,27
Rugby World Cup 2015;MICROSOFT;2015;Sports;Ubisoft;0;0,04;0;0;0,05
Rugby World Cup 2015;MICROSOFT;2015;Sports;Ubisoft;0;0,02;0;0;0,02
Rugby World Cup 2015;PC;2015;Sports;Ubisoft;0;0,01;0;0;0,01
Rugby World Cup 2015;SONY;2015;Sports;Ubisoft;0;0,06;0;0,01;0,07
Rugby World Cup 2015;SONY;2015;Sports;Ubisoft;0;0,05;0;0,01;0,06
S.C.A.R.S;SONY;1998;Racing;Ubisoft;0,05;0,03;0;0,01;0,08
Self-Defense Training Camp;MICROSOFT;2011;Sports;Ubisoft;0,08;0,03;0;0,01;0,12
Shaun White Skateboarding;MICROSOFT;2010;Sports;Ubisoft;0,1;0,05;0;0,01;0,16
Shaun White Skateboarding;NINTENDO;2010;Sports;Ubisoft;0,14;0,03;0;0,01;0,19
Shaun White Skateboarding;PC;2010;Sports;Ubisoft;0;0,03;0;0,01;0,03
Shaun White Skateboarding;SONY;2010;Sports;Ubisoft;0,11;0,05;0;0,03;0,19
Shaun White Snowboarding;MICROSOFT;2008;Sports;Ubisoft;0,48;0,26;0;0,08;0,82
Shaun White Snowboarding;SONY;2008;Sports;Ubisoft;0,15;0,12;0;0,04;0,31
Shaun White Snowboarding;SONY;2008;Sports;Ubisoft;0,31;0,24;0,01;0,1;0,66
Shaun White Snowboarding: Road Trip;NINTENDO;2008;Sports;Ubisoft;0,94;0,57;0;0,17;1,67
Shaun White Snowboarding: World Stage;NINTENDO;2009;Sports;Ubisoft;0,25;0,04;0;0,02;0,31
Sniper Elite;MICROSOFT;2005;Shooter;Ubisoft;0,07;0,02;0;0;0,09
Sniper Elite;SONY;2005;Shooter;Ubisoft;0,1;0,07;0;0,02;0,19
SnoCross Championship Racing;SONY;1999;Racing;Ubisoft;0,52;0,35;0;0,06;0,93
South Park: The Stick of Truth;MICROSOFT;2014;Role-Playing;Ubisoft;0,57;0,3;0;0,08;0,95
South Park: The Stick of Truth;PC;2014;Role-Playing;Ubisoft;0,07;0,1;0;0,02;0,2
South Park: The Stick of Truth;SONY;2014;Role-Playing;Ubisoft;0,42;0,38;0;0,17;0,98
Star Ocean: Till The End of Time;SONY;2003;Role-Playing;Ubisoft;0,8;0,21;0,55;0,15;1,72
Street Racer;SONY;1996;Racing;Ubisoft;0,09;0,06;0;0,01;0,16
Summer Sports 2: Island Sports Party;NINTENDO;2008;Sports;Ubisoft;0,24;0;0;0,02;0,27
Summer Sports: Paradise Island;NINTENDO;2008;Sports;Ubisoft;0,49;0,02;0;0,04;0,55
Summer Sports: Paradise Island (Others sales);NINTENDO;2008;Sports;Ubisoft;0;0,66;0;0,01;0,67
Sunny Garcia Surfing;SONY;2001;Sports;Ubisoft;0,02;0,01;0;0;0,03
Surf Riders;SONY;1999;Sports;Ubisoft;0,07;0,05;0;0,01;0,13
Surf's Up;MICROSOFT;2007;Sports;Ubisoft;0,09;0;0;0,01;0,1
Surf's Up;NINTENDO;2007;Sports;Ubisoft;0,01;0;0;0;0,01
Surf's Up;NINTENDO;2007;Sports;Ubisoft;0,15;0;0;0,01;0,17
Surf's Up;SONY;2007;Sports;Ubisoft;0,14;0,11;0;0,04;0,29
Surf's Up;SONY;2007;Sports;Ubisoft;0,03;0;0;0;0,04
Tenchu: Shadow Assassins;NINTENDO;2008;Action;Ubisoft;0,16;0,01;0,03;0,02;0,22
The Adventures of Tintin: The Game;MICROSOFT;2011;Action;Ubisoft;0,07;0,14;0;0,03;0,25
The Adventures of Tintin: The Game;NINTENDO;2011;Action;Ubisoft;0,13;0,17;0;0,04;0,34
The Adventures of Tintin: The Game;SONY;2011;Action;Ubisoft;0,06;0,16;0;0,05;0,27
The Bard's Tale;MICROSOFT;2004;Role-Playing;Ubisoft;0,08;0,02;0;0;0,1
The Bard's Tale;SONY;2004;Role-Playing;Ubisoft;0,1;0,08;0;0,03;0,21
The Crew;MICROSOFT;2014;Racing;Ubisoft;0,06;0,18;0;0,02;0,26
The Crew;MICROSOFT;2014;Racing;Ubisoft;0,24;0,34;0;0,05;0,63
The Crew;PC;2014;Racing;Ubisoft;0;0,15;0;0,01;0,16
The Crew;SONY;2014;Racing;Ubisoft;0,34;1,08;0,03;0,26;1,7
The Crew: Wild Run;MICROSOFT;2015;Action;Ubisoft;0;0,02;0;0;0,02
The Crew: Wild Run;PC;2015;Action;Ubisoft;0;0,02;0;0;0,02
The Crew: Wild Run;SONY;2015;Action;Ubisoft;0;0,08;0;0,01;0,09
The Dukes of Hazzard: Racing for Home;SONY;1999;Racing;Ubisoft;0,99;0,16;0;0,04;1,19
The Dukes of Hazzard: Return of the General Lee;MICROSOFT;2004;Racing;Ubisoft;0,06;0,02;0;0;0,08
The Dukes of Hazzard: Return of the General Lee;SONY;2004;Racing;Ubisoft;0,11;0,08;0;0,03;0,21
The Elder Scrolls III: Morrowind;MICROSOFT;2002;Role-Playing;Ubisoft;2,09;0,63;0,03;0,11;2,86
The Elder Scrolls IV: Oblivion;SONY;2007;Role-Playing;Ubisoft;1,69;0,87;0,14;0,42;3,12
The Flintstones: Bedrock Bowling;SONY;2000;Sports;Ubisoft;0,07;0,05;0;0,01;0,13
The Legend of Alon D'ar;SONY;2001;Role-Playing;Ubisoft;0,04;0,03;0;0,01;0,08
The Settlers II 10th Anniversary;PC;2006;Action;Ubisoft;0;0,02;0;0;0,03
The Sum of All Fears;NINTENDO;2003;Shooter;Ubisoft;0,03;0,01;0;0;0,03
TMNT;MICROSOFT;2007;Action;Ubisoft;0,47;0,04;0;0,04;0,55
TMNT;NINTENDO;2007;Action;Ubisoft;0,34;0,03;0;0,03;0,4
Tom and Jerry in House Trap;SONY;2000;Action;Ubisoft;0,11;0,07;0;0,01;0,2
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales);MICROSOFT;2006;Shooter;Ubisoft;0;0;0,01;0;0,01
Tom Clancy's Classic Trilogy;MICROSOFT;2004;Shooter;Ubisoft;0,07;0,02;0;0;0,1
Tom Clancy's Ghost Recon;NINTENDO;2010;Shooter;Ubisoft;0,11;0,01;0;0,01;0,14
Tom Clancy's Ghost Recon;NINTENDO;2003;Shooter;Ubisoft;0,11;0,03;0;0;0,15
Tom Clancy's Ghost Recon;MICROSOFT;2002;Shooter;Ubisoft;1,23;0,46;0;0,07;1,76
Tom Clancy's Ghost Recon;SONY;2002;Shooter;Ubisoft;1,42;0,4;0;0,12;1,94
Tom Clancy's Ghost Recon 2;NINTENDO;2005;Shooter;Ubisoft;0,06;0,01;0;0;0,07
Tom Clancy's Ghost Recon 2;MICROSOFT;2004;Shooter;Ubisoft;0,86;0,45;0;0,06;1,36
Tom Clancy's Ghost Recon 2;SONY;2004;Shooter;Ubisoft;0,64;0,34;0;0,1;1,08
Tom Clancy's Ghost Recon 2: Summit Strike;MICROSOFT;2005;Shooter;Ubisoft;0,29;0,08;0;0,01;0,39
Tom Clancy's Ghost Recon Advanced Warfighter;MICROSOFT;2006;Shooter;Ubisoft;1,4;0,02;0,02;0,1;1,54
Tom Clancy's Ghost Recon Advanced Warfighter;MICROSOFT;2006;Shooter;Ubisoft;0,21;0,11;0;0,01;0,33
Tom Clancy's Ghost Recon Advanced Warfighter 2;MICROSOFT;2007;Shooter;Ubisoft;0,87;0,05;0,02;0,08;1,02
Tom Clancy's Ghost Recon Advanced Warfighter 2;SONY;2007;Shooter;Ubisoft;0,34;0,48;0,02;0,19;1,04
Tom Clancy's Ghost Recon: Advanced Warfighter;SONY;2006;Shooter;Ubisoft;0,03;0,02;0;0,01;0,06
Tom Clancy's Ghost Recon: Future Soldier;MICROSOFT;2012;Shooter;Ubisoft;0,93;0,4;0,02;0,12;1,46
Tom Clancy's Ghost Recon: Future Soldier;PC;2012;Shooter;Ubisoft;0,05;0,1;0;0,03;0,18
Tom Clancy's Ghost Recon: Future Soldier;SONY;2012;Shooter;Ubisoft;0,41;0,33;0,09;0,12;0,96
Tom Clancy's Ghost Recon: Island Thunder;MICROSOFT;2003;Shooter;Ubisoft;0,61;0,24;0;0,03;0,87
Tom Clancy's Ghost Recon: Jungle Storm;SONY;2004;Shooter;Ubisoft;0,57;0,44;0;0,15;1,16
Tom Clancy's HAWX;MICROSOFT;2009;Action;Ubisoft;0,31;0,19;0,02;0,06;0,58
Tom Clancy's HAWX;PC;2009;Action;Ubisoft;0;0,03;0;0,01;0,04
Tom Clancy's HAWX;SONY;2009;Action;Ubisoft;0,21;0,22;0,05;0,09;0,57
Tom Clancy's HAWX 2;MICROSOFT;2010;Action;Ubisoft;0,24;0,09;0,01;0,03;0,36
Tom Clancy's HAWX 2;NINTENDO;2010;Action;Ubisoft;0,07;0,03;0;0,01;0,11
Tom Clancy's HAWX 2;PC;2010;Action;Ubisoft;0;0,04;0;0,01;0,05
Tom Clancy's HAWX 2;SONY;2010;Action;Ubisoft;0,21;0,12;0,03;0,05;0,42
Tom Clancy's Rainbow Six 3;NINTENDO;2004;Shooter;Ubisoft;0,04;0,01;0;0;0,06
Tom Clancy's Rainbow Six 3;SONY;2004;Shooter;Ubisoft;0,4;0,31;0;0,1;0,81
Tom Clancy's Rainbow Six 3;MICROSOFT;2003;Shooter;Ubisoft;0,91;0,57;0;0,07;1,55
Tom Clancy's Rainbow Six 3: Black Arrow;MICROSOFT;2004;Shooter;Ubisoft;0,99;0,12;0;0,02;1,13
Tom Clancy's Rainbow Six: Lockdown;MICROSOFT;2005;Shooter;Ubisoft;0,26;0,13;0;0,02;0,41
Tom Clancy's Rainbow Six: Lockdown;NINTENDO;2005;Shooter;Ubisoft;0,04;0,01;0;0;0,05
Tom Clancy's Rainbow Six: Lockdown;SONY;2005;Shooter;Ubisoft;0,17;0,13;0;0,04;0,35
Tom Clancy's Rainbow Six: Rogue Spear;SONY;2001;Shooter;Ubisoft;0,13;0,09;0;0,02;0,23
Tom Clancy's Rainbow Six: Siege;MICROSOFT;2015;Shooter;Ubisoft;0,73;0,44;0;0,12;1,29
Tom Clancy's Rainbow Six: Siege;PC;2015;Shooter;Ubisoft;0,12;0,08;0;0,02;0,22
Tom Clancy's Rainbow Six: Siege;SONY;2015;Shooter;Ubisoft;0,54;1,16;0,13;0,32;2,15
Tom Clancy's Rainbow Six: Vegas;SONY;2007;Shooter;Ubisoft;0,47;0,53;0,03;0,22;1,25
Tom Clancy's Rainbow Six: Vegas;MICROSOFT;2006;Shooter;Ubisoft;1,09;0,65;0,02;0,2;1,96
Tom Clancy's Rainbow Six: Vegas 2;MICROSOFT;2008;Shooter;Ubisoft;1,56;0,61;0,02;0,23;2,42
Tom Clancy's Rainbow Six: Vegas 2;PC;2008;Shooter;Ubisoft;0;0,02;0;0;0,02
Tom Clancy's Rainbow Six: Vegas 2;SONY;2008;Shooter;Ubisoft;0,66;0,45;0,04;0,21;1,35
Tom Clancy's Splinter Cell;NINTENDO;2003;Action;Ubisoft;0,18;0,05;0;0,01;0,23
Tom Clancy's Splinter Cell;SONY;2003;Action;Ubisoft;1,15;1,11;0;0,4;2,65
Tom Clancy's Splinter Cell;MICROSOFT;2002;Action;Ubisoft;1,85;1,04;0;0,13;3,02
Tom Clancy's Splinter Cell Classic Trilogy HD;SONY;2011;Action;Ubisoft;0,02;0;0;0;0,02
Tom Clancy's Splinter Cell Trilogy;SONY;2011;Action;Ubisoft;0;0,1;0;0,03;0,12
Tom Clancy's Splinter Cell: Blacklist;MICROSOFT;2013;Action;Ubisoft;0,57;0,34;0,01;0,08;0,99
Tom Clancy's Splinter Cell: Blacklist;NINTENDO;2013;Action;Ubisoft;0,05;0,07;0;0,01;0,12
Tom Clancy's Splinter Cell: Blacklist;PC;2013;Action;Ubisoft;0,04;0,13;0;0,03;0,19
Tom Clancy's Splinter Cell: Blacklist;SONY;2013;Action;Ubisoft;0,34;0,41;0,06;0,18;0,98
Tom Clancy's Splinter Cell: Chaos Theory;MICROSOFT;2005;Action;Ubisoft;0,68;0,38;0;0,05;1,11
Tom Clancy's Splinter Cell: Chaos Theory;NINTENDO;2005;Action;Ubisoft;0,08;0,02;0;0;0,1
Tom Clancy's Splinter Cell: Chaos Theory;SONY;2005;Action;Ubisoft;0,36;0,45;0;0,14;0,95
Tom Clancy's Splinter Cell: Conviction;MICROSOFT;2010;Action;Ubisoft;1,2;0,63;0,04;0,19;2,06
Tom Clancy's Splinter Cell: Conviction;PC;2010;Action;Ubisoft;0;0,08;0;0,02;0,11
Tom Clancy's Splinter Cell: Double Agent;SONY;2007;Action;Ubisoft;0,2;0,03;0;0,03;0,26
Tom Clancy's Splinter Cell: Double Agent;MICROSOFT;2006;Action;Ubisoft;0,67;0,05;0,01;0,06;0,78
Tom Clancy's Splinter Cell: Double Agent;NINTENDO;2006;Action;Ubisoft;0,04;0,01;0;0;0,06
Tom Clancy's Splinter Cell: Double Agent;NINTENDO;2006;Action;Ubisoft;0,1;0,01;0;0,01;0,13
Tom Clancy's Splinter Cell: Pandora Tomorrow;MICROSOFT;2004;Action;Ubisoft;0,82;0,59;0;0,07;1,48
Tom Clancy's Splinter Cell: Pandora Tomorrow;NINTENDO;2004;Action;Ubisoft;0,06;0,02;0;0;0,08
Tom Clancy's Splinter Cell: Pandora Tomorrow;SONY;2004;Action;Ubisoft;0,52;0,56;0;0,17;1,25
Tom Clancy's The Division;MICROSOFT;2016;Shooter;Ubisoft;1,2;0,62;0;0,18;2,01
Tom Clancy's The Division;PC;2016;Shooter;Ubisoft;0,2;0,14;0;0,03;0,37
Tom Clancy's The Division;SONY;2016;Shooter;Ubisoft;1,28;1,61;0,15;0,57;3,61
Toy Soldiers: War Chest;MICROSOFT;2015;Action;Ubisoft;0,05;0;0;0,01;0,05
Toy Soldiers: War Chest;SONY;2015;Action;Ubisoft;0,06;0;0;0,01;0,07
TrackMania Turbo;MICROSOFT;2016;Action;Ubisoft;0,02;0,03;0;0;0,06
TrackMania Turbo;PC;2016;Action;Ubisoft;0;0,01;0;0;0,01
TrackMania Turbo;SONY;2016;Action;Ubisoft;0,03;0,24;0;0,05;0,32
Trials Fusion;MICROSOFT;2014;Racing;Ubisoft;0,12;0,1;0;0,02;0,24
Trials Fusion;PC;2014;Racing;Ubisoft;0;0,03;0;0;0,03
Trials Fusion;SONY;2014;Racing;Ubisoft;0,13;0,21;0,01;0,08;0,43
TRINITY: Souls of Zill O'll;SONY;2010;Role-Playing;Ubisoft;0,06;0,03;0,03;0,02;0,14
Vacation Sports;NINTENDO;2009;Sports;Ubisoft;0,1;0,01;0;0,01;0,11
Vin Diesel: Wheelman;MICROSOFT;2009;Racing;Ubisoft;0,24;0,17;0;0,05;0,46
Vin Diesel: Wheelman;SONY;2009;Racing;Ubisoft;0,12;0,15;0;0,06;0,33
Warriors Orochi 3;MICROSOFT;2011;Action;Ubisoft;0,09;0,03;0,03;0,01;0,16
Warriors Orochi 3;SONY;2011;Action;Ubisoft;0;0,04;0,57;0,01;0,62
Watch Dogs;MICROSOFT;2014;Action;Ubisoft;0,72;0,45;0,01;0,11;1,28
Watch Dogs;MICROSOFT;2014;Action;Ubisoft;0,9;0,53;0;0,13;1,55
Watch Dogs;NINTENDO;2014;Action;Ubisoft;0,08;0,05;0;0,01;0,14
Watch Dogs;PC;2014;Action;Ubisoft;0,14;0,26;0;0,05;0,45
Watch Dogs;SONY;2014;Action;Ubisoft;0,56;0,89;0,1;0,37;1,93
Watch Dogs;SONY;2014;Action;Ubisoft;1,4;1,86;0,11;0,77;4,14
Wild ARMs 3;SONY;2002;Role-Playing;Ubisoft;0,16;0,13;0,29;0,04;0,62
Wizardry: Tale of the Forsaken Land;SONY;2001;Role-Playing;Ubisoft;0,04;0,03;0;0,01;0,09
WRC 2: FIA World Rally Championship;MICROSOFT;2011;Racing;Ubisoft;0;0,06;0;0,01;0,08
WRC 2: FIA World Rally Championship;PC;2011;Racing;Ubisoft;0;0,01;0;0;0,02
WRC 2: FIA World Rally Championship;SONY;2011;Racing;Ubisoft;0;0,13;0;0,04;0,17
XIII;MICROSOFT;2003;Shooter;Ubisoft;0,16;0,08;0;0,01;0,25
XIII;NINTENDO;2003;Shooter;Ubisoft;0,07;0,02;0;0;0,09
XIII;SONY;2003;Shooter;Ubisoft;0,28;0,22;0;0,07;0,57
Your Shape featuring Jenny McCarthy;NINTENDO;2009;Sports;Ubisoft;1,51;0,47;0;0,18;2,16
Your Shape: Fitness Evolved;MICROSOFT;2010;Sports;Ubisoft;0,79;0,42;0;0,11;1,33
Your Shape: Fitness Evolved 2012;MICROSOFT;2011;Sports;Ubisoft;0,7;0,37;0;0,1;1,17
Your Shape: Fitness Evolved 2013;NINTENDO;2012;Action;Ubisoft;0,06;0,07;0;0,01;0,14
ZombiU;SONY;2016;Action;Ubisoft;0;0,04;0,01;0,01;0,05
ZombiU;NINTENDO;2012;Action;Ubisoft;0,53;0,36;0,05;0,08;1,02
Tomb Raider (2013);PC;2013;Action;Square Enix;0,06;0,25;0;0,05;0,36
Hitman (2016);MICROSOFT;2016;Action;Square Enix;0;0,01;0;0;0,01
Hitman (2016);SONY;2016;Action;Square Enix;0;0,04;0;0,01;0,04
Dragon Quest Heroes II: Twin Kings and the Prophecy's End;SONY;2016;Action;Square Enix;0;0;0,13;0;0,13
Dragon Quest Heroes II: Twin Kings and the Prophecy's End;SONY;2016;Action;Square Enix;0;0;0,28;0;0,28
Just Cause 3;MICROSOFT;2015;Action;Square Enix;0,42;0,38;0;0,07;0,88
Just Cause 3;PC;2015;Action;Square Enix;0,03;0,11;0;0,01;0,14
Just Cause 3;SONY;2015;Action;Square Enix;0,46;1,02;0,07;0,28;1,83
Final Fantasy XIV: Heavensward;PC;2015;Action;Square Enix;0,01;0,01;0;0;0,02
Final Fantasy XIV: Heavensward;SONY;2015;Action;Square Enix;0,01;0;0,01;0;0,02
Final Fantasy XIV: Heavensward;SONY;2015;Action;Square Enix;0;0,05;0,06;0,01;0,12
Dragon Quest Heroes: The World's Tree Woe and the Blight Below;SONY;2015;Action;Square Enix;0;0;0,49;0;0,49
Dragon Quest Heroes: The World's Tree Woe and the Blight Below;SONY;2015;Action;Square Enix;0,16;0,13;0,37;0,06;0,71
Tomb Raider (2013);MICROSOFT;2014;Action;Square Enix;0,34;0,21;0;0,05;0,6
Tomb Raider (2013);SONY;2014;Action;Square Enix;0,47;0,64;0,06;0,25;1,41
Thief (2014);MICROSOFT;2014;Action;Square Enix;0,14;0,13;0;0,03;0,3
Thief (2014);MICROSOFT;2014;Action;Square Enix;0,26;0,15;0;0,04;0,45
Thief (2014);PC;2014;Action;Square Enix;0;0,09;0;0,02;0,11
Thief (2014);SONY;2014;Action;Square Enix;0,1;0,2;0,02;0,08;0,4
Thief (2014);SONY;2014;Action;Square Enix;0,28;0,37;0,03;0,16;0,84
Sleeping Dogs;MICROSOFT;2014;Action;Square Enix;0,1;0,09;0;0,02;0,2
Sleeping Dogs;SONY;2014;Action;Square Enix;0,16;0,2;0;0,07;0,43
Murdered: Soul Suspect;MICROSOFT;2014;Action;Square Enix;0,06;0,04;0;0,01;0,11
Murdered: Soul Suspect;MICROSOFT;2014;Action;Square Enix;0,08;0,07;0;0,01;0,16
Murdered: Soul Suspect;PC;2014;Action;Square Enix;0;0,05;0;0,01;0,06
Murdered: Soul Suspect;SONY;2014;Action;Square Enix;0,05;0,06;0,02;0,02;0,15
Murdered: Soul Suspect;SONY;2014;Action;Square Enix;0,09;0,16;0,02;0,05;0,32
Lara Croft and the Temple of Osiris;PC;2014;Action;Square Enix;0;0,02;0;0;0,02
Lara Croft and the Temple of Osiris;SONY;2014;Action;Square Enix;0;0,07;0;0,01;0,08
Tomb Raider (2013);MICROSOFT;2013;Action;Square Enix;0,86;0,87;0,01;0,17;1,92
Tomb Raider (2013);SONY;2013;Action;Square Enix;0,6;1,31;0,08;0,52;2,51
Hitman: HD Trilogy;MICROSOFT;2013;Action;Square Enix;0,07;0,09;0;0,02;0,18
Hitman: HD Trilogy;SONY;2013;Action;Square Enix;0,07;0,1;0;0,04;0,22
Sleeping Dogs;MICROSOFT;2012;Action;Square Enix;0,38;0,41;0,01;0,08;0,88
Sleeping Dogs;PC;2012;Action;Square Enix;0,06;0,05;0;0,02;0,12
Sleeping Dogs;SONY;2012;Action;Square Enix;0,31;0,5;0,05;0,19;1,06
